Comment,Label
Mau k sini juga deh😍😍😍,Positif
Hmmm.bikinn ngiler drhb,Positif
"Surga nya Makanan ada Mochi, pizza 🍕 apalagi semua nya bikin Kalap ja rasa pengen coba kalo ae Dekat lah ya 😂",Positif
aak serunya😍,Positif
aduh bang malem malem bikin ngilerrr😂,Positif
Lengkap bgt menu menunya bikin ngiler euii,Positif
Pasti seru nih klo kesini,Positif
parahhhh enak enakk banget yaa bikin ngiler,Positif
Enak banget deh kak,Positif
Auto ga jadi diet ini mah 😍,Positif
bakalan kalap si aku kalo banyak jajanan gini😍,Positif
Yummi bngt nih,Positif
Yg cake nya omg udh ada d mulut rasanya mao,Positif
sebagai pecinta makanan manis jd pengen kesini😍,Positif
"Rame bener ya kak , makanya enak enak",Positif
"Seruu yaa, mantap bnget acaranya, jadi pingin kesnaa👏👏👏🔥",Positif
Jd mau kesana tapi jauhh 😂😂,Positif
Rame deh seru ni👏,Positif
Seru bgt si kesini,Positif
Inii autoio kenyang kalo mampir sana😂,Positif
Enak enak bgt jajananya,Positif
seruuu ka🙌,Positif
Cocok nih beli ini sih 👏,Positif
"Rame banget, dan ini cake nya enak yaaa, rasanya, lembut dan pas 🔥👏",Positif
Oke juga sih kalo kesini,Positif
ena enak nih kulineran disini kayaknya,Positif
Seru banget pengen cobain 😍,Positif
Bnyak makanan yaaa,Positif
Semuanya bikin ngiler nih,Positif
Tapin expo serame itu ya 😍,Positif
Jam brp bukanya min,Netral
@inilisnaa_ jam 5-an sore Kak,Netral
Coba aja kalau dekat pasti udah coba satu² dessert nya😮,Positif
Rami banarr handak kesana jua sore ni😍,Positif
Habis min duit nya... Behutang kawa lah @sobatbantas 😂😂😂😂,Negatif
Wahh bazzar kuliner lagi di siring menara pandang 😍,Positif
Otw cuzzz marinaa,Positif
Aman sulaiman 😂,Netral
Aeee ada KK @daniekrewell 😍😍😍,Positif
dari harga brp,Netral
"Min kaini pian di bayar atau kda, uln umpat btkun haja😂😂",Negatif
Buka jam brp,Netral
@handydharma,Netral
@ellalayla91 jam 5 sore kak,Netral
@karineoesmann @dewithree @gusti_lindaaaa @vyvyy_xxy gasss dahh,Positif
@indahhh_psptasri gass ka🤣,Positif
@heni5833 gas,Positif
@ayaa_cesscahya gas,Positif
Ayoo kesinian @rahmiatiputri @gina__agstna @n.m.puteri,Positif
Sdh mulai kah mba itu,Netral
Nyaman nyaman banar ini cil... 👍👍👍,Positif
Naahhh event lagi say @ini_misliii @mahdalena35 @aaayyss_99 @_.aryani_,Positif
"Hujan trus sore nah , kya pa ulun handak kasitu😢",Negatif
Kypa caranya min hndk umpt bjualan di acara bazar” kytu yo,Positif
Knp yg terakhir kd d sambat harga ny min 🤣,Positif
Guys @mt_ajaa @ym_tha @dnnasasabrinaa @farida_faaa,Netral
@dha.ash liwar menggiur banar dilihat,Positif
🔥@__syarifah.n,Netral
@aliyanurrasyidah_24,Netral
Nymnya 🤤👍,Positif
@amang_tujuh_waluh 𝕟𝕪𝕥𝕒 𝕒𝕚  𝕕𝕚 𝕓𝕒𝕪𝕒𝕣 𝕜𝕒𝕟 𝕞𝕚𝕞𝕚𝕟 𝕟𝕪𝕒 𝕧𝕚𝕤𝕚𝕥 𝕝𝕠 𝕙𝕓𝕤 𝕥𝕦 𝕖𝕕𝕚𝕥 𝕧𝕚𝕕𝕖𝕠 𝕡𝕦𝕝𝕟𝕘,Negatif
asli😂,Netral
Menunggu di MJ BJB aja nah,Positif
Anjay ada anak ilpem,Positif
Jam brp cil ae buka,Netral
@masdimasss.__ kenapa aku tidak tau😂,Negatif
@duwan_ahmad kenapa kita tidak tau 😂,Negatif
Hari ny hujan trus😢,Negatif
@zilviaandjani gass,Positif
Hndk bnr ksna lun cil ae,Positif
@wahyuniadela18 yuuu,Netral
Kd lwas di kamboja pulang event nih,Netral
Bazaar @sauffyy,Netral
@alclassparfum cussss kesana yok,Positif
Asli dasar nyaman2 png,Positif
Mulai jam brp sampai jam brp jar bazar nya,Netral
Usu @masfahafah gaskann...,Positif
Smpai mlam lh bukax yo,Netral
Ada sosis solo 🤩 @ritnayuliasari,Positif
10 ribuan murah lh,Positif
Mulai jam brp bukanya min,Netral
@arapp_jaaa,Netral
@puput_lestarii,Netral
@syfa_aaulia Pina nyaman banar😭😭😭,Positif
@antungmuslimah jam 5 sore kak,Netral
@vitaa.yraa @mel_zynnmm gassss,Positif
@nllaptrcia,Netral
Kada sampatan am... blm liburan lg kanakan,Positif
Jar siapa jarang bilang ada tarus ae di setiap even d banjar wk,Positif
"@pranz_ekky92 aii tahunya pian
pelanggan setia kahh ni masyaallahh terimakasih🥰",Positif
"@dapur_ammydhil nukar ae rajin, di kamboja lwn disiring jua rajin",Positif
@pranz_ekky92 terimakasih banyak kaa lancar terus rejekinya ya😊,Positif
Gas @nur_rusdiutami,Positif
@mute_aradina,Netral
dah ksni kh @el.yudia_ 😊,Netral
😢😢😢di wa KD bls di inbox KD bls,Positif
@khofifaharzakurahmah di follow dlu mungkin kak boar terbaca Dm nya 🥰,Positif
Cuss besok @mr.biuku,Positif
@nurulsweety29 belumm 😅 gaskenn,Positif
"Mhdg event yg dikamboja aja gin nah,pas bnr tgl itu kdd d bjm",Negatif
@ayaa_cesscahya gassak,Negatif
@rizkyauliarhmn__ gass,Positif
Asli nymn bnr🔥😍,Positif
@dawianggas mau merasai yu yang ?,Positif
@andina_roesmalie nah ka esok mulainya..gass keun🔥,Positif
@misnawati1991 esok terakhir ka btw hehe,Positif
"@misnawati1991 gass sis,jangan be rem an😍",Positif
@dapur_ammydhil 🤣😅,Netral
@andina_roesmalie 🤸,Netral
Hndk ksana lgi😢,Positif
"Thank you banar buat kakaknya yg melayani ulun pas nukar akan orderan org di maxim😍 dibarii kakaknya yg cantik maka pulang wadai 🤧, mudahan banyak rejeki ja kakaknya.",Positif
"@mhdmd.hd sama2 kaka,, lancar terus rejeki pian jua🥰",Positif
@naaz0p @kaniaaaaa486 gass kita lanjut ke dm,Positif
habis dah duit,Negatif
"@gamis_koko_al.jamal ini lgi di tapin expo kak,, klo ke expo jgn lupa mampir yaa🥰",Positif
Hndk ih,Positif
Penasaran weee,Positif
Enak semua 🙌,Positif
Eh ada manusia bertopeng😂,Positif
sodok berait🔥,Positif
Jam brp sdh buka bu,Netral
Brpan harganya,Netral
@m.ihya_ayudiya,Netral
@mute_aradina,Netral
Mantaaap 😍🔥,Positif
"😂😂😂 sampe kiamat,,tahukah pian kiamat kapan,,,aku tinggal di jkt marina ae,jd rasa tahibur banar melihat IG ikam bhs banjar,,",Positif
Aaa nyaman nya,Positif
@nraynhh11,Netral
@fhatimah.__,Netral
"""bila hatinya rigat inya kepanasan sorang"" 🔥🔥🔥",Negatif
"Banyak pengeluaran😢,kd kawa behimat,mode hemat😢",Negatif
@ldh_06__,Netral
Brp jr harga tiramisu ....,Negatif
@ns_mraaa,Netral
Mau kesini wehh @aullstriii___ @hae.miaa,Positif
Nyaman bnr Ulun parnah mancubai,Positif
@yayahh_14 kacarr nya oyy😢😍,Positif
Asa handak cusss😍,Positif
@snk28492024 hehhh jkny kwa bjln mlm😢,Negatif
@nra.hkmahh gas,Positif
"😂😂😂 memanasi tetangga gin bisa banar.. Bujur banar, mun kerantungan kantong plastik hibak wadai nyaman pas membawa tetangga melihat 🔥🔥🔥🔥🔥",Positif
"nyaman bnr, kd enek am, sedang aja, creamy ah",Positif
@_wthzyl bantu jawab yg tiramisu sodok nya tuh 30 smlm nukar,Positif
Maaa ai kacar nyaaa,Positif
Bahalat hari ulun kasini sasambilan manungkar gasan bekal anak² u sekolah alhamdulillah anak² u himung banar dan katujua barataan mka pas banar bentukan x bungas jadi anak ulun katuju malihat dan lahap makan x....,Positif
Paling sadikit baulanja d sidin nih 200 😂😂😂 apa nyaman²,Positif
Gas yu kita malming @is.mrf_,Positif
@asmaya42 terimakasih banyak kaa sdh langganan🥰🫶🏻,Positif
@fitriadetha jam set 5 an kak,Netral
"Mauuuu😿😞,@jla_3b_ beliin gaaa‼️😼",Positif
Bujuran sampai 16 september kah,Netral
@sisieaylafa jam berapa buka nya min,Netral
@yannnryn sbrr yaaa,Positif
@dapur_ammydhil berati sampe malam laah ka,Netral
Tpi syngnya harga tidak disebutkan,Negatif
Nyam nyam,Positif
Panjangin lagi sampai tahun kaena 😂. Kalo² Ulun ada ke Banjar kaena,Positif
Ke sini ja gin yg Parak dlu @reza.r.z.m.1989 😂,Positif
@vinkeyssyld ini kah,Netral
"Suah merasai dlu, Tpi wyh neh makin bnyk variasi nya lah, duitnya aza lagi😂😂",Positif
@afrida_nespea duitnya makin berkembang biak jua 😂,Positif
Info Cake brp?,Positif
Kamboja lagi @asti_wulandari24 @mona_yati,Netral
@khns.afif_ cake slice? 15K,Netral
@yudihadari,Netral
"Ulun ketuju nukar bolen nya, hrg nya agak mahal hrg nya, tp sesuai aja kanyang memakan sebuting dan rasa nya isnak bingit sanak ae ☺",Positif
@srimahyuni_81 🫶🏻🥰,Netral
Gasss,Positif
Koler keluar rumah nungkar ?? Amank_ojol siap aja disuruh nungkarkan 🤤,Positif
@srimahyuni_81 terimakasih kaka🫶🏻,Positif
Hdkkk,Positif
Mulai buka jam berapa,Netral
@deyy_dea07,Netral
@muhammad.rmln ayang ayooo,Positif
20rb cukup lah ka😢,Netral
brp an lh,Netral
@makananbanjar lajui makkk,Positif
@lennyvianita sini acil leny,Netral
@azzalfa0 jam 5an kak,Netral
mochi nya enakkk bnrrr,Positif
@dianamrdn_ @mariyanimariyani472,Netral
@ayuniseptya @zdulie_1308 @aulia2640  pbila kita nh,Netral
@flowerros__,Netral
@puspithagitha omaaaa 🤤,Netral
@nahida.aaaa,Netral
MasyaAllah sukses bnar kawan q wahene Alhamdulillah 😍👏👏👏,Positif
@puspithagitha gass,Positif
Saya kira di Samarinda.,Negatif
Pengen lagi @edi_priyanto1,Positif
@rizkafahrina yookk kapan,Netral
Nyman ny @yusufransya  umpat,Positif
jam 10-11 buka lh masih,Netral
uma ngiler banar ih 😢 gas otw,Positif
Brpa wdai waluh srikaya durian nya ?,Netral
@pradana11221 gass yokkk,Positif
@ainanr129 iya brngkt,Netral
@zaiinmell,Netral
Brp wadai waluh sarikaya,Netral
Uma kalap Ngini heh lalu hndk mnukari ja sbrtaan 😂🤣,Positif
SDH marasai pizza lwn wadai bolunya. Kamalaman jdi kda banyak lgi pilihan nya,Negatif
Roti labu kuah sarikaya tc brapaan leh?,Netral
Ngiler 🙌🙌,Positif
Mauuu 😍😍😍,Positif
Wah mantap nih bisa kalap,Positif
Mantap mang,Positif
Wah aku mau juga dong,Positif
Kalo soal desseert wajib ngantri😍,Positif
Jajanan fav bgt dey😍,Positif
"😍😍, bagi yang handak tapi koler keluar rumah lun siap disuruhh🙌🙌",Positif
Wahhh ini sih auto kalap dong,Positif
ini sih auto borong yaaa,Positif
Sampai kapan ni event nua,Netral
Mauuu dongg paman enak nih,Positif
Menarik semua,Positif
Kayaknya enak jg nih,Positif
Info crokies (croissant cookies) dong paman. Ada tidak di even itu?,Netral
Rami cari baju kaos murah euyy..,Positif
Aku jg demen nih,Positif
Enak enak bgt deh,Positif
Enakk semua nihhh,Positif
Wow borong jg ah,Positif
Enak enak ini mau coba,Positif
wajibb kesini😍,Positif
Wahh mau juga deh😍,Positif
Otw lpngn murjani tukr akn cromboloni @ban.1329,Positif
borong banyak yaa kaan,Positif
Menggoda bgt c😍,Positif
Wah blh sih lengkap yah dessert pastry jga ada,Positif
uuu enak2 semua nihh😍,Positif
Yuk di borong dessertnya kk😍,Positif
Buka stiap hari kh @ario_fatih @deviindahsafitrii ? Yuk gas kh,Positif
Sukses bikin akunyaa pengen cobain ini😮,Positif
wuaah jadi pengen aku,Positif
Cake nya aku mauu 🤤✨,Positif
Wah menarik banget nih😍 coba ahhh,Positif
Menarik banget ya nih 😍,Positif
Enakkk nya mauu ahh😍,Positif
Aku mauuuu🔥,Positif
Pengen beli juga dehh😱,Positif
Duh ngiler sama roti2 nya,Positif
Wah ini sih enak2 semuaa,Positif
wah jd pengen coba🤤,Positif
gk buka di kemboja ka ,Negatif
Auto borong deh ah,Positif
Segera cobain juga yookk,Positif
Kue soes barapaan harganya ?,Netral
@alfidia_,Netral
@rhmasyhdii_25 @dhealstrrryyy gass kah malmingan 🔥🔥,Positif
Surganya dessert kah jaarr😍😍,Positif
@makananbanjar kyapa menyambatnya mak 🤣,Negatif
@mezhdk_fa ini yang malam tadi,Netral
@mute_aradina,Netral
@amiuxy_  kasi kesini nywa,Positif
@aidasadila ayooooo,Netral
Sampai jam brp,Netral
@ratuu.qr @k1ndj4,Netral
"Amelia bakery ada no wa nya kah, kirim abang ojek makanannya bisa g",Positif
Pindah kesini eventnya 😂 @asti_wulandari24 @rz_aprilia,Positif
Wooow😍,Positif
@e_caaah kasiii pbila,Netral
Mun kda sungsung. Habis waktu di Kamboja Bulik bgwi jam 5 sampai maka sisa sdikit ja lagi macam nya 😢lakas bnr hbis,Negatif
"@asti_wulandari24 tu na bawai oma bejalanan kesini, sumpek bnar sdh sdin 🤣 @mona_yati",Positif
Oke2 nanti saya ksana makasih infox,Positif
@aidasadila gasssssss kitaa,Positif
Buka jam brp,Netral
Aaaaaaaaaaa pengen begete😭🤏🤏🤏,Positif
@rina_assalim,Netral
@chelseaaaaa_1 ksih duit travel dlu,Netral
@adeliaa_arrasyid sawer pg duit ksni nah,Netral
Ini Lo wkwk @billwiyadi,Netral
@ryuu_ka30 minggu kesini kah?? Eh apa sabtu ja lh,Positif
@yuukina0.0 gass ja..,Positif
"@k1ndj4 ih,pake motor",Netral
@mutiiasalsabila @jamiilaahhhh._ @malasry_04 @ndiyaa_h,Netral
@nisaa_saadahhh18 asa nyaman banar nh dipandang,Positif
@ndiyaa_h bh kurng apa lgi gas sudh kita k siring,Positif
@nisaa_saadahhh18 gas jumat,Positif
@malasry_04 org nya dlu kwa lh,Netral
@nisaa_saadahhh18 gass jumat siring,Positif
@jamiilaahhhh._ siapa ja org nya,Negatif
"Hndk pank mendatangi kesana, tapi sayangnya duitnya datang ditanggal 1 bulik tanggal 5",Negatif
Mulai jam brapa,Netral
@wenajaini @cacaniisaa_  Rugii nyeee aku bulik,Negatif
Udah disertifikasi halal apa belum nih?,Netral
@lailiaulia.20,Netral
@lya.azhiema  @hidyh350  @sikom2104  cus kita jalan jalan kesini Belelihat  wadai nya Nyaman banar pun 🤤🤤🤤 tinggal bbrp hari ja lagi Ayo kah hahaha,Positif
@dede_mita_cahaya @latifah.rifka,Netral
@thtaaayuu._ @scllyna_ woi hayuk ksnii😔,Positif
@zahrrorrrrrr woi mw🥺,Positif
@scllyna_ gazken hayuk,Positif
@j4funn2_ @kei_shamaa pbila kita nah kesini an😍😍😍,Positif
@karinapuy sampai minggu ja lo nii,Negatif
esok nah labuh nah 😍,Positif
Dasar fav wadai wdh sidin nih,Positif
Banyak leh kukernya,Positif
Wow enak banget ni,Positif
Omg bnyk pilihannya😍,Positif
Yuummy pol deh😍,Positif
Wah mau dong nih,Positif
Wah mau coba menarik,Positif
Banyak banget pilihannya,Positif
Enak nya nii 😍,Positif
Wah lengkap banget kue kue nya,Positif
Mau cake strawberry paman😍,Positif
Ulunkurir.id siaap maantarkan sampai muka rumah pian 🛵🛵📞😊,Positif
Wah mau cb jg,Positif
Enak enak semua makanannya di sana,Positif
Duhhh pagi2 melihat kue. Untung masih tahan. Abis keliatannya enak,Positif
Asiiik 😍😍,Positif
Liat nya sedep bgt,Positif
Kangennn kenapa kd buka di kamboja kaah,Positif
ini alamat nya dimna...martapura kah...loktabat bjb kh,Netral
enak ini saya mau,Positif
"Disewakan ruko lantai 2(pertahun)  lokasi jalan sekumpul seberang gg madrasah, info lebih lanjut bisa Dm ya, terimakasih",Positif
@makananbanjar main ke mtp yokkk uln tunggui😘😘,Positif
@yana_arsyim sungai paring martapura  kak,Netral
Ya ampun enak bgt ini 👏,Positif
jadi pengen juga deh,Positif
@tun_dindaa,Netral
wowww menggoda🔥,Positif
Duh jd lapar deh,Positif
Enak vgt weh ja,Positif
padangnya manis manis,Positif
Wahh menggoda banget ni,Positif
Pengen beli juga dehh😱,Positif
Duh bikin ngiler semuanya 😍,Positif
Milk bund nya bikin ngiler,Positif
Banyak banget yaaa variannya. Bebas pilih,Positif
Cantik banget kuenya,Positif
Manis bngt nih kak 😍,Positif
Bnyk bgt pilihannya bkin kalap,Positif
wuaah jadi pengen aku,Positif
Endull nihh mau dong,Positif
Kue & cake-nya enak2 nih pamaan 🤤✨,Positif
Ah jd mau deh,Positif
wow enak enak banget paman,Positif
Duhhh mau borong semua ahh,Positif
"enak"" bgtt😍😍",Positif
Mau jg dunk😍😍,Positif
So yummy banget nih,Positif
Menggoda banget deh ini... 😍,Positif
"Ga salah donk, wong peminatnya banyak😂 (bantujawab)",Positif
@makananbanjar kejauhan ke kamboja😂,Negatif
Enak sekali nih ya kak,Positif
mantap bgt iki rek🤤,Positif
Enak jg yah,Positif
Wiih mauu,Positif
wah mantap iki rek,Positif
Nyaman 🔥,Positif
Nyamannya man 😮,Positif
Aku mau 1 paman😍,Positif
oemji auto mau juga,Positif
@mahfuzh__ sii mahh🤤🤤,Positif
enakk bngett,Positif
Ngiler bngt liat ini😍,Positif
"Ngilerrr banget liat nya, apa lagi liat toping coklatnya yang ngak pakai pelittt tuuuuuhhh🔥",Positif
@ris_rh ayukkk🤤,Positif
mau dong satu paman😍,Positif
enak sekali,Positif
Keliatan enak enak semua 🤤🤤,Positif
Aaa ngilernyaaa,Positif
duh keliatan yummy banget..pas jd dessert,Positif
Lumer mana laper ak liatnya,Positif
"Aku liat postingan ini malah jadi pengen cicipin deh, enak keliatannya",Positif
Jujur sampai skrg aku blm pernah ngerasain cromboloni loh,Negatif
Jd ngiler lho pengen bngt,Positif
Aku blm pernah coba cromboloni. Katanya lagi viral yaa,Positif
Kok aku ngiler ya,Positif
wow mantaapp enak juga paman ini😍,Positif
@ftwtyya @guretisiagian @pspthryn @nrdndazlynti_ @nimadesumiyanti03,Netral
@satrianisatria26 gasss,Positif
Auto nambah BB ini 🤭,Positif
Yummy deh buat ngemil😍,Positif
dmn itu alamatny,Netral
Aaaa sukaaa mau dongg akuuu,Positif
Adududuhh enak skali ya,Positif
Wahh mau juga deh,Positif
Yg ini ready gk hari ini?,Positif
😍😍😍 mau dong,Positif
Aku mauu paman,Positif
Mao dong,Positif
Yummy bgt nih ya kak,Positif
yg tengah viral yaa,Positif
Wih cromboloni masi primadona,Positif
Yummy banget suka ini,Positif
Wow enak banget ni,Positif
Bikin ngiler aja penasaran banget pengen nyoba,Positif
"Yakin sih,, semua orang bakal cocok dengan ini!! 🤗🤗🤗",Positif
Mau dooong aku kak,Positif
Manteb poollll,Positif
@de_simple_kitchen,Netral
Kiwww,Netral
Mauuu dongg enak nihh,Positif
Ah mau coba deh,Positif
stand nya tutup,Negatif
@mixzuzuu @sopppiiiaaa kacarr nah hurang banjar melihat,Positif
@n.juhyee datangi bjb kasi,Netral
Omg looks so delish😍😍,Positif
@n.juhyee kasi dah bulik ke bjb bnyk makanan disini,Positif
Baru viral ya disana paman ?,Positif
Ini yang aku cari cari otw beli nih😍,Positif
Mau jg dunk😍,Positif
loyang nya dari bahankoe 😍 @bahankoe.official,Netral
Wah mau deh kak,Positif
Wah jdi kepengen cobain,Positif
wahh enak bgt ni😍,Positif
@awe.doc  mau beli cromboloni,Positif
@anisakeke mandai mba..dibuat dri kulit cempedak 😊😊😊,Positif
Wajib nyoba,Positif
@rezaarlanda_ mlm minggu masih ad,Netral
😍😍 cromboloninya ready kan tiap hari,Positif
Mauuu donggg😍,Positif
Sore buka lah dah paman,Netral
😍😍😍🔥 congrats @dapur_ammydhil,Positif
@cynthia.tya26,Netral
d skumpul kdd lagi,Negatif
Jauh bnr zul ai 😂😂,Negatif
Mudahan kena ada buka outlet di Banjarmasin 😍,Positif
"@dapur_ammydhil terima kasih informasinya,,,insyaAllah bsok2 mampir,,,😍",Positif
@instafoodbanjar ayoo pbila meelangi uln ksini hihiii,Positif
@fitri_pipit183 sama2 kak ditunggu kedatangannyaa🥰,Positif
Kyna beasa nh k mtp,Negatif
@zidy_die  aaa handakk,Positif
@amel.melll_ baru tau kamu punya usaha 🗿,Positif
Dibjb ada jua lah ding outlet nya,Positif
"Klo pulkam ke mtp, wajib betutukar wadai d snii🙂👍",Positif
@febbyhadid_ pebbb ke sinii pebbb😭😭😭,Netral
@raysaanazwaa byarii lahh😩 aku kalap kenaa,Positif
jauuhhhhh....😭😭😭😭,Negatif
@itss.idnn_ aamiinnnnn,Netral
@amel.melll_ wkwkw,Netral
@noviliyanti02,Netral
@btfl.kyaa_ mtp cok,Negatif
@mama_rafka14,Netral
@barokahnimatun9,Netral
@lidaaptrn_,Netral
@_akudihatimu,Netral
@jojhyn_3 woww bejirrrr,Positif
"Nymn wadai acil2 bejajaan,ekonomis dan original😂",Positif
Nyamannya 🤤🤤🤤,Positif
bila buka di bjb,Netral
Ayoo @erikguzhai,Positif
gass @aulia_herliyawati,Positif
@ismaahdiah Ayookk,Positif
Dmana ini?,Netral
@miinn.mhmd,Netral
Kada lagi di muka kubah sekumpul @dapur_ammydhil,Negatif
@hayluckyy,Netral
"@nubidee inggih ka, pindah ke sungai paring, mampir ya kaa",Positif
Ma nyamannya 😭 handak kesana,Positif
𝗦𝘂𝘀 𝗺𝗮𝗸𝗲𝗿 𝗮𝗱𝗮 𝗹𝗮𝗵,Netral
@xqly.ilaa @xwyftm24_ @skypingkiee @nr_khlshhhhh @mndaaaa_a2 GASSS YUUUU😢😢 KACAR MLHTTTT,Positif
Buka d Banjarmasin jua,Netral
kiwww @sukma_ayu1036,Netral
"Kemaren sore kesana koe"" nya cuma sedikit g banyak pilihan😢",Negatif
Batam adakah 😍,Positif
hanyar tahu utw ai kena kesanaa nahhh,Positif
Gassss,Positif
@yrxzah sini lo yg jr ikm,Netral
Wah.. nukar ka @dita_arfitasari,Positif
"@julianitammy iya lah,baru buka nih 😍",Positif
@nr.milaa_  betul,Positif
@yrxzah prk mana,Netral
@nr.milaa_ kd tau,Negatif
jauhnya huhu yg dibjm kdd kah😢,Negatif
Yang ampunnya belanja bahan di wadah ulun😂,Positif
@secrettttbae_  yuk gas,Positif
@maachaenk liwar ai likik,Negatif
Ulun suka nih~,Positif
@nraidaa4,Netral
ini dmna @ahcmad.adi75,Netral
@next_zack07 parak gerbang,Netral
@ahcmad.adi75 bohoong,Negatif
@next_zack07  iya bohong,Negatif
@ahcmad.adi75 tukar akn yadi,Positif
kejauhan mendatangi😭,Negatif
"@dapur_ammydhil parak aja lah ,cus ae langsung nah mandi dulu",Positif
@minmieeaquarius @de_simple_kitchen @the4kidsfamily,Netral
Umai nyamanny ai,Positif
@mytha_00 mau mamiii,Positif
@cerebloom_,Netral
Paaaaaaaaaaaa @muslih_35,Netral
@xyzwtxx_,Netral
@ini_gina_y gas,Positif
waaaaa @ifach_rt03,Positif
@mozzanya_ hndk cuy,Positif
@rabiatuladwyh__  gas yuk,Positif
Di bjm adalah,Netral
Langsung uln tu,Netral
@gusti_pandu handakkk,Positif
outletnya persis disebrang komplek sorangg,Netral
@mamyazka2022 sama kita.. Aku nunggu buka dbanjarmasin haja,Negatif
@kevin_pratama_148_,Netral
nunggu buka cabang di bjb,Negatif
@odieqs @indriani.27_,Netral
@rimahhhh03_ nukaran kaseeeeee😭,Positif
ada ttmu dmj..pas hndk nukr hbsn sdh😭😭,Positif
@elva.k.dewi.79,Netral
Di tunggu d Pelaihari lah lah lah🤤,Positif
dmn,Netral
@acaashz km nyari kue slice knn nii,Positif
Ini yang sebarisan lawan qmall kah?,Netral
@nellaalonely iyaaaa,Netral
@nellaalonely THANKYOUUU,Positif
@nellaalonely tapi martapura co😭😭,Negatif
@julianitammy wkwkwkkw ada amii dan ka dit😂,Positif
Petjah liur liwat bolu pisang nya...nyaman nya🤤,Positif
Murah nya... Dimn alamat lengkap. 😂,Positif
kd jauh k martapura,Positif
ka alamatnya di mana,Netral
"Jauh bnr kira td di bnjr"" z 😢",Negatif
Taman Kamboja uyyy😍😍 @auliaazizah0225 @sitishofaalhz,Positif
dmn tempatny,Netral
Gass kahhh😂😂,Positif
@kh.livy taman komboja gess😂,Positif
sudah ulun semalam memborong 😂,Positif
@lissanr__,Netral
Ngiler llu asli @emelshopbjm 🔥🔥🔥,Positif
Aku haur memborong trus mun ada amelia backery nih.,Positif
"@aaamina_08 omooo,,gas kita kenaa🤭",Positif
@kh.livy gasss🤣,Positif
@nh2907483 bisa bisa d atur,Positif
duit tinggal salambar🤣,Negatif
Ini km kah au au au?,Netral
"@yumnaanindya26 ini nah,,,di kamboja",Netral
@lutpipw Du Du du,Netral
Sekarang banyak banget yah yg punya body langsing..itu gimana sih rahasianya aq juga pengen punya body langsing kek gtu...ada caranya?,Positif
@fitrianinabila17 Wah kebetulan  banget kakaknya. Sya juga 1 bulan yang lalu kebingungan karna sya kegemukan dan akhirnya saya order produk daru @teaslim_fit lumayan turun 10kg cuma 2 minggu,Positif
"@syafeera5  Bener mba sama, aku di saranin temenku buat pake produk dari akun @teaslim_fit hasilnya badan jadi body goals abiss, btw aku punya maag tapi ini gak ngaruh sama sekali jadi aman buat dikonsumsi 😆",Positif
"@syafeera5 Oh iya terima kasih ya saranya, ini aku mau coba order lewat @teaslim_fit🙏",Positif
Jajan jajan 😍,Positif
kpn @wahyu_pirman_s,Netral
@nr.fiqoh,Netral
@sayid.fadil.739,Netral
@theyluv.kina,Netral
@rafikaluthfi_ @riana_yunita_qadhafi buk ibuk Sadang be atur😂😂,Positif
Sigar Marina ai,Positif
@jihaaa_ @rikamega_ @ztnadiaar jajan sini kah ges,Positif
@almaidamaida jadi lah malam tdi kesni 😂😂😂,Positif
@dn_amelia_sari @triana_1204 @thoh_12 @evitachyn__,Netral
RkRkRkRkRkRkRkRkRkRRk,Netral
@heldw_ Gass🥳🥳,Positif
@nrlliana_,Netral
@fifur_rahmah @ainadmynti_ @maya_oktarini,Netral
@ailuorphilia,Netral
@kim_jisoo826 lesgo,Netral
Kamboca kuyy @azizabd_real  @elviarettaa,Netral
@emeliasftri__,Netral
@itin470 gas dah,Positif
@nyunyunap_ bolehh,Positif
@elviarettaa gas dh kuliner2,Positif
@lyedha_lie,Netral
bil kwa ae @arc4ssa,Netral
@ayyasbo ayo @putrinazwa_____ gaskeun sabtu ini,Positif
@ayyasbo lagi gak punya uang ya 😂,Negatif
@pahmi_f5,Netral
@nyunyunap_ okeee,Netral
@yuliantiadis 😢😍,Netral
@ikhsan_rhmn_ hhuuuu,Netral
Kaşii gasss kita nah @no.vita6036 @ayurahma20_ @amrina275_ 🤣,Positif
@si.auwll iniii loo,Netral
@zamhmad_  gas ah aku sljur ad d ambil slsa,Positif
@muhamadrusadi_ salsa ini ah malihati kondisi ai🤣,Netral
@simaimuna iya,Netral
@galaubmx,Netral
@na_juna_,Netral
dmna ny,Netral
nah kada tahu,Negatif
Luhh @mlyarhma,Netral
Telattttttt udah tanggal 6 nov😭😭😭,Negatif
"@khananisah123 tenaangg kena ada lagi tgl 10-19 november, jgn lupa mampir ya🥰",Positif
@sugie____ ni yg kita datangi semalam,Netral
@fauzannn_mhmd  kita kah kena,Netral
@isnnqqt_,Netral
Kesukaan ulun kue garlic 😍,Positif
Dimana itu akaka,Netral
"dlu prnah ksna, acilx perangutan dan cuek rsaku,jd jara😂 pdhal prak bnr lwn rumah",Negatif
aku sering beli tahun 2016/2017 rasanya,Positif
Jaraa thn 2017 ksana tp harum bnr ee ayam😭😭,Negatif
